quad,row,xsample,side,ysample,species,tag,gbh03,gbh08,gbh14,stem,x,y,year_08,not new 2008,not new 2014,notes03,notes07,notes08,notes14,code08,code14
AA,1,84.5,R,5.7,Witch Hazel,20786,0,0,11.6,2,484.5,-0.7,,,,,,,,,
AA,1,84.5,R,5.7,Witch Hazel,20786,0,0,7.5,3,484.5,-0.7,,,,,,,,,
AA,1,85.1,R,1.8,American Elm,7038,0,10.8,12,1,485.1,3.2,2010,,,,,,,,
AA,1,85.1,R,2.8,Witch Hazel,7037,0,19.4,19.4,1,485.1,2.2,2010,,,,,,,,
AA,1,85.1,R,2.8,Witch Hazel,7037,0,0,9.4,2,485.1,2.2,,,,,,,,,
AA,1,85.1,R,2.8,Witch Hazel,7037,0,0,7.2,3,485.1,2.2,,,,,,,,,
AA,1,85.5,R,3.2,Witch Hazel,20787,0,0,8.8,1,485.5,1.8,,,,,,,,,
AA,1,85.9,R,2.8,Black Cherry,7039,0,14,14.9,1,485.9,2.2,2010,,,,,,,,
AA,1,86.6,R,1.7,Witch Hazel,20788,0,0,7.5,1,486.6,3.3,,,,,,,,,
AA,1,87.1,R,4.5,Witch Hazel,7040,0,14.6,14.5,1,487.1,0.5,2010,,,,,,,,
AA,1,87.1,R,4.5,Witch Hazel,7040,0,0,12.3,2,487.1,0.5,,,,,,,,,
AA,1,87.1,R,4.5,Witch Hazel,7040,0,0,8.8,3,487.1,0.5,,,,,,,,,
AA,1,88.7,R,4.9,Witch Hazel,20789,0,0,10.7,1,488.7,0.1,,,,,,,,,
AA,1,88.7,R,4.9,Witch Hazel,20789,0,0,5.3,2,488.7,0.1,,,,,,,,,
AA,1,88.9,R,3.6,Witch Hazel,7041,0,13.5,14.6,1,488.9,1.4,2010,,,,,,,,
AA,1,88.9,R,3.6,Witch Hazel,7041,0,0,9.1,2,488.9,1.4,,,,,,,,,
AA,1,88.9,R,3.6,Witch Hazel,7041,0,0,8.5,3,488.9,1.4,,,,,,,,,
AA,1,89.7,R,5,Witch Hazel,20790,0,0,11.9,1,489.7,0,,,,,,,,,
AA,1,89.7,R,5,Witch Hazel,20790,0,0,4.1,2,489.7,0,,,,,,,,,
AA,1,90.5,R,1.9,Witch Hazel,20792,0,0,5.3,1,490.5,3.1,,,,,,,,,
AA,1,91.5,R,5.3,Witch Hazel,20791,0,0,8.2,1,491.5,-0.3,,,,,,,,,
AA,1,91.7,R,0.6,Black Oak,7042,0,103.5,107.5,1,491.7,4.4,2010,,,,,,,,
AA,1,92.3,R,2.7,Autumn Olive,20793,0,0,10.1,1,492.3,2.3,,,,,,,,,
AA,1,92.3,R,2.7,Autumn Olive,20793,0,0,9.7,2,492.3,2.3,,,,,,,,,
AA,1,92.3,R,2.7,Autumn Olive,20793,0,0,7.9,3,492.3,2.3,,,,,,,,,
AA,1,92.3,R,2.7,Autumn Olive,20793,0,0,4.4,4,492.3,2.3,,,,,,,,,
AA,1,92.5,R,0.7,Autumn Olive,20794,0,0,4.4,1,492.5,4.3,,,,,,,,,
AA,1,95,R,0.8,Autumn Olive,20795,0,0,9.1,1,495,4.2,,,,,,,,,
AA,1,95,R,0.8,Autumn Olive,20795,0,0,5,2,495,4.2,,,,,,,,,
AA,1,95,R,0.8,Autumn Olive,20795,0,0,9.1,3,495,4.2,,,,,,,,,
AA,1,97.7,R,3.3,Autumn Olive,185,0,13.7,13.5,1,497.7,1.7,2010,,,,,,,,R
AA,1,97.8,R,5,Flowering Dogwood,7043,0,19,20,1,497.8,0,2010,,,,,,,,
AA,1,97.9,R,4.9,Flowering Dogwood,7044,0,18,19.3,1,497.9,0.1,2010,,,,,,,,
AA,1,98.9,R,4,Witch Hazel,7046,0,13.3,15,1,498.9,1,2010,,,,,,,,
AA,1,99.2,R,4.5,Shagbark Hickory,7047,0,48,48.5,1,499.2,0.5,2010,,,,,,,,
AA,1,99.4,R,1.3,Autumn Olive,20796,0,0,6.9,1,499.4,3.7,,,,,,,,,
AA,1,99.4,R,1.3,Autumn Olive,20796,0,0,3.5,2,499.4,3.7,,,,,,,,,
AA,1,99.8,R,3.3,Witch Hazel,7048,0,14.7,16.8,1,499.8,1.7,2010,,,,,,,,
AA,1,99.8,R,3.3,Witch Hazel,7048,0,0,5.7,2,499.8,1.7,,,,,,,,,
AA,2,3.9,L,4.6,Red Maple,7400,0,12,18.2,1,403.9,19.6,2010,,,,,,,,
AA,2,4.6,L,1.2,Black Cherry,7301,0,31.8,0,1,404.6,16.2,2010,,,,,,,,
AA,2,5.6,L,4.2,American Elm,7303,0,30.5,32.1,1,405.6,19.2,2010,,,,,,,,
AA,2,6.6,L,3.3,Black Oak,7304,0,177,185.6,1,406.6,18.3,2010,,,,,,,,
AA,2,7.2,L,3,Serviceberry,21542,0,0,7.9,1,407.2,18,,,,,,,,,
AA,2,7.3,L,1.8,White Oak,7305,0,33.7,32.4,1,407.3,16.8,2010,,,,,,,,
AA,2,8.1,L,0.6,Prickly Ash,7306,0,10.4,0,1,408.1,15.6,2010,,,,,,,,
AA,2,9.3,L,1.3,Black Cherry,7307,0,23.5,22,1,409.3,16.3,2010,,,,,,,,
AA,2,9.5,L,0.8,Prickly Ash,21541,0,0,5,1,409.5,15.8,,,,,,,,,
AA,2,9.5,L,3.9,White Oak,7308,0,77.4,79.1,1,409.5,18.9,2010,,,,,,,,
AA,2,9.7,L,0.4,Black Oak,7309,0,155,158.5,1,409.7,15.4,2010,,,,,,,,
AA,2,10.3,L,4.4,Choke Cherry,7310,0,14.3,13.2,1,410.3,19.4,2010,,,,,,,,
AA,2,12.5,L,3,White Oak,7311,0,96.5,101.9,1,412.5,18,2010,,,,,,,,
AA,2,14.3,L,0.5,Prickly Ash,21540,0,0,5,1,414.3,15.5,,,,,,,,,
AA,2,14.9,L,4.1,Black Cherry,7312,0,22,20.9,1,414.9,19.1,2010,,,,,,,,
AA,2,16.5,L,1,Autumn Olive,21539,0,0,3.1,1,416.5,16,,,,,,,,,
AA,2,18.2,L,3.9,Black Cherry,7313,0,51.3,52.8,1,418.2,18.9,2010,,,,,,,,
AA,2,18.2,L,3.9,Black Cherry,7313,0,0,3.8,2,418.2,18.9,,,,,,,,,
AA,2,19.3,L,3.9,Serviceberry,7314,0,17.6,18.1,1,419.3,18.9,2010,,,,,,,,
AA,2,19.8,L,2.5,Serviceberry,21538,0,0,6.6,1,419.8,17.5,,,,,,,,,
AA,2,22,L,4.8,Autumn Olive,21537,0,0,8.5,1,422,19.8,,,,,,,,,
AA,2,22,L,4.8,Autumn Olive,21537,0,0,7.9,2,422,19.8,,,,,,,,,
AA,2,23,L,2.8,Autumn Olive,21535,0,0,4.7,1,423,17.8,,,,,,,,,
AA,2,23,L,3.5,Autumn Olive,21536,0,0,4.7,1,423,18.5,,,,,,,,,
AA,2,23,L,3.5,Autumn Olive,21536,0,0,3.5,2,423,18.5,,,,,,,,,
AA,2,23,L,2.8,Autumn Olive,21535,0,0,4.4,2,423,17.8,,,,,,,,,
AA,2,23,L,2.8,Autumn Olive,21535,0,0,3.1,3,423,17.8,,,,,,,,,
AA,2,23.7,L,4.3,White Oak,7315,0,164,169.9,1,423.7,19.3,2010,,,,,,,,
AA,2,24.1,L,4.6,Autumn Olive,21534,0,0,8.5,1,424.1,19.6,,,,,,,,,
AA,2,24.7,L,3.4,Autumn Olive,21533,0,0,4.7,1,424.7,18.4,,,,,,,,,
AA,2,25.6,L,1.8,Autumn Olive,21532,0,0,6.3,1,425.6,16.8,,,,,,,,,
AA,2,26.5,L,1.9,Pignut Hickory,7316,0,33,33.8,1,426.5,16.9,2010,,,,,,,,
AA,2,28.3,L,4.7,Prickly Ash,21531,0,0,5,1,428.3,19.7,,,,,,,,,
AA,2,28.4,L,5.3,Prickly Ash,21530,0,0,4.7,1,428.4,20.3,,,,,,,,,
AA,2,29,L,3.4,Serviceberry,7317,0,14.8,14.3,1,429,18.4,2010,,,,,,,,
AA,2,29.5,L,2.4,White Oak,7318,0,155,161.2,1,429.5,17.4,2010,,,,,,,,
AA,2,30.4,L,0.3,Black Cherry,21525,0,0,6.9,1,430.4,15.3,,,,,,,,,
AA,2,30.4,L,0.3,Black Cherry,21525,0,0,3.1,2,430.4,15.3,,,,,,,,,
AA,2,30.5,L,3.5,Prickly Ash,21526,0,0,4.1,1,430.5,18.5,,,,,,,,,
AA,2,30.8,L,4.1,Prickly Ash,21527,0,0,3.8,1,430.8,19.1,,,,,,,,,
AA,2,30.8,L,5,Prickly Ash,21528,0,0,6.3,1,430.8,20,,,,,,,,,
AA,2,30.9,L,1.7,Autumn Olive,21524,0,0,8.5,1,430.9,16.7,,,,,,,,,
AA,2,30.9,L,1.7,Autumn Olive,21524,0,0,5.3,2,430.9,16.7,,,,,,,,,
AA,2,31.1,L,4.7,Autumn Olive,21529,0,0,6,1,431.1,19.7,,,,,,,,,
AA,2,31.4,L,0.6,Autumn Olive,21523,0,0,3.8,1,431.4,15.6,,,,,,,,,
AA,2,32.5,L,0.5,Autumn Olive,21522,0,0,5,1,432.5,15.5,,,,,,,,,
AA,2,33,L,3.2,Black Cherry,7319,0,17,21.7,1,433,18.2,2010,,,,,,,,
AA,2,33.1,L,4.5,Black Cherry,7320,0,23.5,0,1,433.1,19.5,2010,,,,,,,,
AA,2,35,L,4.3,Prickly Ash,21521,0,0,3.8,1,435,19.3,,,,,,,,,
AA,2,35.2,L,2.1,Prickly Ash,21520,0,0,3.1,1,435.2,17.1,,,,,,,,,
AA,2,36.9,L,4.2,Prickly Ash,21519,0,0,3.5,1,436.9,19.2,,,,,,,,,
AA,2,36.9,L,2.3,Black Cherry,7321,0,12.8,12.2,1,436.9,17.3,2010,,,,,,,,
AA,2,37.5,L,3.4,Prickly Ash,21518,0,0,6,1,437.5,18.4,,,,,,,,,
AA,2,37.7,L,1.6,Prickly Ash,21517,0,0,3.8,1,437.7,16.6,,,,,,,,,
AA,2,38.8,L,3.3,Prickly Ash,21516,0,0,3.1,1,438.8,18.3,,,,,,,,,
AA,2,41.2,L,4,Black Cherry,7322,0,19.2,17.9,1,441.2,19,2010,,,,,,,,
AA,2,41.4,L,5,Black Cherry,21515,0,0,5.3,1,441.4,20,,,,,,,,,
AA,2,41.5,L,1.7,Serviceberry,7323,0,12,0,1,441.5,16.7,2010,,,,,,,,N
AA,2,43.2,L,3.4,White Oak,7324,0,155,160.4,1,443.2,18.4,2010,,,,,,,,
AA,2,47,L,4.8,Black Cherry,8892,0,84.5,82.1,1,447,19.8,2010,,,,,,,,
AA,2,47.6,L,4.5,Autumn Olive,21514,0,0,9.7,1,447.6,19.5,,,,,,,,,
AA,2,50.58,L,3.5,Autumn Olive,21513,0,0,7.9,1,450.6,18.5,,,,,,,,,
AA,2,55.2,L,2.1,Black Cherry,7326,0,12.4,0,1,455.2,17.1,2010,,,,,,,,
AA,2,57.3,L,1.6,Autumn Olive,21512,0,0,3.1,1,457.3,16.6,,,,,,,,,
AA,2,57.4,L,2.7,Pignut Hickory,7327,0,103.4,107.3,1,457.4,17.7,2010,,,,,,,,
AA,2,58.1,L,1.7,Autumn Olive,7328,0,15,12.1,1,458.1,16.7,2010,,,,,,,,R
AA,2,58.1,L,1.7,Autumn Olive,7328,0,0,9.1,2,458.1,16.7,,,,,,,,,
AA,2,58.1,L,1.7,Autumn Olive,7328,0,0,5.3,3,458.1,16.7,,,,,,,,,
AA,2,58.1,L,1.7,Autumn Olive,7328,0,0,6.3,4,458.1,16.7,,,,,,,,,
AA,2,58.4,L,1.2,Autumn Olive,21511,0,0,3.8,1,458.4,16.2,,,,,,,,,
AA,2,61.4,L,4.2,Black Cherry,7329,0,18.2,19.5,1,461.4,19.2,2010,,,,,,,,
AA,2,62,L,0.7,Autumn Olive,12510,0,0,5.7,1,462,15.7,,,,,,,,,
AA,2,63.1,L,0.2,Autumn Olive,7330,0,11.8,13.1,1,463.1,15.2,2010,,,,,,,,
AA,2,63.6,L,2.7,Autumn Olive,12509,0,0,5.7,1,463.6,17.7,,,,,,,,,
AA,2,64.9,L,0.8,Autumn Olive,21508,0,0,4.7,1,464.9,15.8,,,,,,,,,
AA,2,65.4,L,3.9,Autumn Olive,7331,0,10,0,1,465.4,18.9,2010,,,,,,,,
AA,2,66.3,L,0.7,White Oak,5226,0,154,155.1,1,466.3,15.7,2010,,,,,,,,
AA,2,67.1,L,1,Prickly Ash,21506,0,0,4.7,1,467.1,16,,,,,,,,,AL
AA,2,67.5,L,2.4,Autumn Olive,21507,0,0,3.5,1,467.5,17.4,,,,,,,,,
AA,2,67.5,L,2.7,Prickly Ash,21505,0,0,3.8,1,467.5,17.7,,,,,,,,,
AA,2,67.9,L,3.1,Prickly Ash,21504,0,0,4.7,1,467.9,18.1,,,,,,,,,
AA,2,67.9,L,3.7,Prickly Ash,21503,0,0,5.3,1,467.9,18.7,,,,,,,,,
AA,2,69,L,0.6,Prickly Ash,21500,0,0,5,1,469,15.6,,,,,,,,,
AA,2,69.1,L,0.1,Prickly Ash,21499,0,0,6.3,1,469.1,15.1,,,,,,,,,
AA,2,69.3,L,1.3,Prickly Ash,21501,0,0,4.4,1,469.3,16.3,,,,,,,,,
AA,2,69.3,L,3,Prickly Ash,21502,0,0,8.5,1,469.3,18,,,,,,,,,
AA,2,70.9,L,0.5,Prickly Ash,21498,0,0,8.2,1,470.9,15.5,,,,,,,,,
AA,2,71.1,L,2.9,Prickly Ash,21497,0,0,6.9,1,471.1,17.9,,,,,,,,,
AA,2,71.7,L,4.5,Prickly Ash,7335,0,11.3,13.3,1,471.7,19.5,2010,,,,,,,,
AA,2,72,L,3.2,Prickly Ash,21495,0,0,3.8,1,472,18.2,,,,,,,,,
AA,2,72.4,L,4.4,Prickly Ash,21496,0,0,4.1,1,472.4,19.4,,,,,,,,,
AA,2,73.2,L,4.5,Prickly Ash,7334,0,10.6,11.5,1,473.2,19.5,2010,,,,,,,,
AA,2,73.5,L,2.2,Prickly Ash,21493,0,0,4.7,1,473.5,17.2,,,,,,,,,
AA,2,73.5,L,2.5,Prickly Ash,21494,0,0,11.6,1,473.5,17.5,,,,,,,,,
AA,2,74,L,3.6,Prickly Ash,7333,0,10,10.6,1,474,18.6,2010,,,,,,,,
AA,2,74.4,L,0.7,Prickly Ash,21492,0,0,4.7,1,474.4,15.7,,,,,,,,,
AA,2,75.7,L,4.3,Prickly Ash,21491,0,0,7.2,1,475.7,19.3,,,,,,,,,
AA,2,75.8,L,0.8,Prickly Ash,21490,0,0,6.3,1,475.8,15.8,,,,,,,,,
AA,2,76.2,L,4,Prickly Ash,21489,0,0,4.7,1,476.2,19,,,,,,,,,
AA,2,77,L,4.8,Prickly Ash,21488,0,0,10.1,1,477,19.8,,,,,,,,,
AA,2,77.1,L,4.7,Prickly Ash,21487,0,0,4.7,1,477.1,19.7,,,,,,,,,
AA,2,77.5,L,5.2,Prickly Ash,21485,0,0,4.1,1,477.5,20.2,,,,,,,,,
AA,2,77.5,L,3.5,Prickly Ash,21486,0,0,6.6,1,477.5,18.5,,,,,,,,,
AA,2,77.6,L,4.2,Witch Hazel,7336,0,16.8,18.1,1,477.6,19.2,2010,,,,,,,,
AA,2,77.6,L,4.2,Witch Hazel,7336,0,0,12.9,2,477.6,19.2,,,,,,,,,
AA,2,77.6,L,4.2,Witch Hazel,7336,0,0,6.3,3,477.6,19.2,,,,,,,,,
AA,2,77.6,L,4.2,Witch Hazel,7336,0,0,3.8,4,477.6,19.2,,,,,,,,,
AA,2,77.7,L,4.5,Prickly Ash,21484,0,0,3.5,1,477.7,19.5,,,,,,,,,
AA,2,80,L,0.8,Witch Hazel,7338,0,16.3,18,1,480,15.8,2010,,,,,,,,
AA,2,80,L,0.8,Witch Hazel,7338,0,0,9.1,2,480,15.8,,,,,,,,,
AA,2,80.4,L,2.5,Black Cherry,7337,0,19.6,0,1,480.4,17.5,2010,,,,,,,,
AA,2,83.3,L,1.2,White Oak,7339,0,130.5,135.2,1,483.3,16.2,2010,,,,,,,,
AA,2,83.6,L,0.1,Black Cherry,7340,0,19,21,1,483.6,15.1,2010,,,,,,,,
AA,2,84.9,L,1.7,Black Cherry,7341,0,17,0,1,484.9,16.7,2010,,,,,,,,S
AA,2,86.5,L,0.5,Black Cherry,7342,0,11.6,12.8,1,486.5,15.5,2010,,,,,,,,
AA,2,87.2,L,4.3,Autumn Olive,21483,0,0,4.1,1,487.2,19.3,,,,,,,,,
AA,2,87.8,L,2.8,Autumn Olive,21482,0,0,7.2,1,487.8,17.8,,,,,,,,,
AA,2,90.3,L,2.5,Prickly Ash,21481,0,0,3.1,1,490.3,17.5,,,,,,,,,
AA,2,90.3,L,2.6,White Oak,7343,0,169.9,179.6,1,490.3,17.6,2010,,,,,,,,
AA,2,92,L,4.1,Prickly Ash,21480,0,0,4.4,1,492,19.1,,,,,,,,,
AA,2,92,L,3.6,Prickly Ash,21479,0,0,5.7,1,492,18.6,,,,,,,,,
AA,2,93,L,1.6,Black Cherry,7344,0,32,38.9,1,493,16.6,2010,,,,,,,,
AA,2,93.9,L,4.9,Prickly Ash,21478,0,0,3.5,1,493.9,19.9,,,,,,,,,
AA,2,94.6,L,4.5,Autumn Olive,21477,0,0,4.1,1,494.6,19.5,,,,,,,,,
AA,2,94.6,L,4.3,Black Cherry,7346,0,27.2,24.7,1,494.6,19.3,2010,,,,,,,,
AA,2,94.6,L,2,Black Cherry,7345,0,32,34.2,1,494.6,17,2010,,,,,,,,
AA,2,96.7,L,1.4,Autumn Olive,21476,0,0,3.1,1,496.7,16.4,,,,,,,,,
AA,2,1.1,R,2.6,Black Cherry,7434,0,22.5,22.3,1,401.1,12.4,2010,,,,,,,,
AA,2,2.1,R,2.1,Black/Red Oak hybrid,7433,0,113.7,118.5,1,402.1,12.9,2010,,,,,,,,
AA,2,8.7,R,0.2,Black Cherry,7432,0,57,59.1,1,408.7,14.8,2010,,,,,,,,
AA,2,10,R,0.9,Prickly Ash,21405,0,0,7.2,1,410,14.1,,,,,,,,,
AA,2,10.4,R,1.8,Prickly Ash,21406,0,0,5.3,1,410.4,13.2,,,,,,,,,
AA,2,11,R,4.3,Prickly Ash,21407,0,0,4.1,1,411,10.7,,,,,,,,,
AA,2,11.2,R,1.4,Prickly Ash,21410,0,0,3.5,1,411.2,13.6,,,,,,,,,
AA,2,12.1,R,0,Prickly Ash,21411,0,0,5.3,1,412.1,15,,,,,,,,,
AA,2,12.7,R,2.4,Prickly Ash,21409,0,0,3.1,1,412.7,12.6,,,,,,,,,
AA,2,12.7,R,4.2,Prickly Ash,21408,0,0,4.1,1,412.7,10.8,,,,,,,,,
AA,2,12.7,R,2.7,Choke Cherry,7431,0,12.5,15.6,1,412.7,12.3,2010,,,,,,,,
AA,2,13.9,R,4.7,Prickly Ash,21414,0,0,4.1,1,413.9,10.3,,,,,,,,,
AA,2,14.2,R,4.4,Prickly Ash,21415,0,0,3.8,1,414.2,10.6,,,,,,,,,
AA,2,14.2,R,5.1,Prickly Ash,21413,0,0,4.1,1,414.2,9.9,,,,,,,,,
AA,2,14.7,R,1.1,Prickly Ash,21421,0,0,4.1,1,414.7,13.9,,,,,,,,,
AA,2,14.8,R,1.1,Prickly Ash,21420,0,0,4.7,1,414.8,13.9,,,,,,,,,
AA,2,15.2,R,2.8,Prickly Ash,21419,0,0,4.4,1,415.2,12.2,,,,,,,,,
AA,2,15.2,R,5.1,Prickly Ash,21412,0,0,6.6,1,415.2,9.9,,,,,,,,,
AA,2,15.5,R,0.8,Prickly Ash,21423,0,0,3.1,1,415.5,14.2,,,,,,,,,
AA,2,15.5,R,1.8,Prickly Ash,21422,0,0,3.5,1,415.5,13.2,,,,,,,,,
AA,2,16.2,R,4.1,Prickly Ash,21416,0,0,4.7,1,416.2,10.9,,,,,,,,,
AA,2,16.4,R,4.8,Prickly Ash,21418,0,0,3.1,1,416.4,10.2,,,,,,,,,
AA,2,16.5,R,4.8,Prickly Ash,21417,0,0,5.3,1,416.5,10.2,,,,,,,,,
AA,2,16.6,R,2.5,Prickly Ash,21424,0,0,4.7,1,416.6,12.5,,,,,,,,,
AA,2,17.8,R,2.6,Prickly Ash,21425,0,0,4.1,1,417.8,12.4,,,,,,,,,
AA,2,17.8,R,2.2,Prickly Ash,21426,0,0,5,1,417.8,12.8,,,,,,,,,
AA,2,19.1,R,1.3,Prickly Ash,21430,0,0,5.3,1,419.1,13.7,,,,,,,,,
AA,2,19.8,R,4.9,Prickly Ash,21427,0,0,3.8,1,419.8,10.1,,,,,,,,,
AA,2,20.3,R,3,Prickly Ash,21429,0,0,8.2,1,420.3,12,,,,,,,,,
AA,2,21.8,R,4.1,Prickly Ash,21428,0,0,4.1,1,421.8,10.9,,,,,,,,,
AA,2,22.1,R,2.5,Prickly Ash,21432,0,0,3.5,1,422.1,12.5,,,,,,,,,
AA,2,22.1,R,3.1,Prickly Ash,21433,0,0,3.8,1,422.1,11.9,,,,,,,,,
AA,2,22.7,R,3.5,Prickly Ash,21435,0,0,5,1,422.7,11.5,,,,,,,,,
AA,2,22.9,R,3.1,Prickly Ash,21434,0,0,4.4,1,422.9,11.9,,,,,,,,,
AA,2,23.6,R,5,Prickly Ash,21431,0,0,5.3,1,423.6,10,,,,,,,,,
AA,2,28.3,R,1.2,Serviceberry,21436,0,0,12.3,1,428.3,13.8,,,,,,,,,
AA,2,32.6,R,1.4,Autumn Olive,21437,0,0,7.2,1,432.6,13.6,,,,,,,,,
AA,2,34.8,R,0.4,Autumn Olive,21438,0,0,6.3,1,434.8,14.6,,,,,,,,,
AA,2,34.8,R,0.4,Autumn Olive,21438,0,0,5.3,2,434.8,14.6,,,,,,,,,
AA,2,34.8,R,0.4,Autumn Olive,21438,0,0,5.7,3,434.8,14.6,,,,,,,,,
AA,2,35.7,R,0.3,Black Cherry,21439,0,15.4,14.8,1,435.7,14.7,2010,,,,,,,,
AA,2,36.4,R,0.2,White Oak,7429,0,63.2,69.9,1,436.4,14.8,2010,,,,,,,,
AA,2,37.3,R,1.4,Autumn Olive,21440,0,0,6,1,437.3,13.6,,,,,,,,,
AA,2,37.3,R,1.4,Autumn Olive,21440,0,0,5.7,2,437.3,13.6,,,,,,,,,
AA,2,37.6,R,1.9,Black Cherry,7428,0,25.2,25.2,1,437.6,13.1,2010,,,,,,,,
AA,2,38.3,R,2.5,Autumn Olive,21441,0,0,6,1,438.3,12.5,,,,,,,,,
AA,2,38.3,R,2.5,Autumn Olive,21441,0,0,5.3,2,438.3,12.5,,,,,,,,,
AA,2,38.3,R,2.5,Autumn Olive,21441,0,0,4.4,3,438.3,12.5,,,,,,,,,
AA,2,44.5,R,2.2,Autumn Olive,21442,0,0,7.2,1,444.5,12.8,,,,,,,,,
AA,2,44.5,R,2.2,Autumn Olive,21442,0,0,7.2,2,444.5,12.8,,,,,,,,,
AA,2,44.5,R,2.2,Autumn Olive,21442,0,0,4.1,3,444.5,12.8,,,,,,,,,
AA,2,44.5,R,2.2,Autumn Olive,21442,0,0,5.3,4,444.5,12.8,,,,,,,,,
AA,2,44.5,R,2.2,Autumn Olive,21442,0,0,5.7,5,444.5,12.8,,,,,,,,,
AA,2,44.7,R,3,Black Cherry,7427,0,37.9,39,1,444.7,12,2010,,,,,,,,
AA,2,45.7,R,2,White Oak,7425,0,84,86.8,1,445.7,13,2010,,,,,,,,
AA,2,46.3,R,0.8,Serviceberry,7426,0,14.5,14.8,1,446.3,14.2,2010,,,,,,,,
AA,2,46.9,R,1.5,Autumn Olive,21443,0,0,5,1,446.9,13.5,,,,,,,,,
AA,2,47.3,R,4.3,Autumn Olive,21444,0,0,7.9,1,447.3,10.7,,,,,,,,,
AA,2,47.3,R,4.3,Autumn Olive,21444,0,0,6.3,2,447.3,10.7,,,,,,,,,
AA,2,47.3,R,4.3,Autumn Olive,21444,0,0,3.8,3,447.3,10.7,,,,,,,,,
AA,2,49.7,R,1.5,Autumn Olive,21445,0,0,9.4,1,449.7,13.5,,,,,,,,,
AA,2,49.7,R,1.5,Autumn Olive,21445,0,0,8.5,2,449.7,13.5,,,,,,,,,
AA,2,49.7,R,1.5,Autumn Olive,21445,0,0,4.1,3,449.7,13.5,,,,,,,,,
AA,2,50.6,R,0.3,Black/Red Oak hybrid,7424,0,124,127.2,1,450.6,14.7,2010,,,,,,,,
AA,2,51.5,R,5.2,Autumn Olive,21446,0,0,9.7,1,451.5,9.8,,,,,,,,,
AA,2,53.8,R,1,Black Cherry,7423,0,43.5,45.6,1,453.8,14,2010,,,,,,,,
AA,2,55.1,R,3.2,Prickly Ash,21447,0,0,4.7,1,455.1,11.8,,,,,,,,,
AA,2,56,R,4.9,Prickly Ash,21448,0,0,4.1,1,456,10.1,,,,,,,,,
AA,2,56.4,R,0.7,Black Cherry,7422,0,18.7,20.9,1,456.4,14.3,2010,,,,,,,,
AA,2,56.7,R,4.9,Prickly Ash,21449,0,0,3.1,1,456.7,10.1,,,,,,,,,
AA,2,58.3,R,5.7,Pignut Hickory,7421,0,89.3,92.2,1,458.3,9.3,2010,,,,,,,,
AA,2,60.9,R,4.2,Autumn Olive,21450,0,0,4.7,1,460.9,10.8,,,,,,,,,
AA,2,60.9,R,4.2,Autumn Olive,21450,0,0,3.5,2,460.9,10.8,,,,,,,,,
AA,2,61.4,R,2.9,Pignut Hickory,7420,0,168,174.7,1,461.4,12.1,2010,,,,,,,,
AA,2,63.1,R,3.7,Black Cherry,7419,0,23.6,28,1,463.1,11.3,2010,,,,,,,,
AA,2,64.2,R,0.5,Autumn Olive,21451,0,0,6.3,1,464.2,14.5,,,,,,,,,
AA,2,64.4,R,0.4,Autumn Olive,21452,0,0,7.2,1,464.4,14.6,,,,,,,,,
AA,2,64.4,R,0.4,Autumn Olive,21452,0,0,5,2,464.4,14.6,,,,,,,,,
AA,2,64.4,R,0.4,Autumn Olive,21452,0,0,5.3,3,464.4,14.6,,,,,,,,,
AA,2,64.7,R,3.6,Prickly Ash,21454,0,0,3.8,1,464.7,11.4,,,,,,,,,
AA,2,64.8,R,0.1,Autumn Olive,21543,0,0,7.2,1,464.8,14.9,,,,,,,,,
AA,2,64.8,R,4,Serviceberry,7418,0,13.3,13.6,1,464.8,11,2010,,,,,,,,
AA,2,64.8,R,0.1,Autumn Olive,21543,0,0,5.7,2,464.8,14.9,,,,,,,,,
AA,2,64.9,R,6.2,Black Cherry,7417,0,11.6,12.2,1,464.9,8.8,2010,,,,,,,,
AA,2,66.1,R,3.4,Prickly Ash,21455,0,0,6,1,466.1,11.6,,,,,,,,,
AA,2,66.5,R,5.4,Prickly Ash,7415,0,12,0,1,466.5,9.6,2010,,,,,,,,
AA,2,66.7,R,5.7,American Elm,7416,0,21.4,24.7,1,466.7,9.3,2010,,,,,,,,
AA,2,66.8,R,5,Prickly Ash,21456,0,0,6.3,1,466.8,10,,,,,,,,,
AA,2,67.4,R,1.1,Prickly Ash,21459,0,0,3.8,1,467.4,13.9,,,,,,,,,
AA,2,67.4,R,3.6,Prickly Ash,21458,0,0,7.2,1,467.4,11.4,,,,,,,,,AL
AA,2,67.5,R,4.4,Prickly Ash,21457,0,0,6.3,1,467.5,10.6,,,,,,,,,
AA,2,68.2,R,0.4,Prickly Ash,21460,0,0,4.1,1,468.2,14.6,,,,,,,,,
AA,2,68.7,R,3.5,Prickly Ash,7414,0,11.6,12.9,1,468.7,11.5,2010,,,,,,,,
AA,2,69.1,R,0.3,Prickly Ash,21461,0,0,3.5,1,469.1,14.7,,,,,,,,,
AA,2,69.4,R,2.5,Prickly Ash,21462,0,0,5.3,1,469.4,12.5,,,,,,,,,
AA,2,69.4,R,4.9,Prickly Ash,7412,0,12,12.7,1,469.4,10.1,2010,,,,,,,,
AA,2,69.5,R,1,Prickly Ash,21463,0,0,7.2,1,469.5,14,,,,,,,,,
